imagename,values,gt_label,probs,predicted_label,pred_1_0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_13_1046)_504_0,"[[1.7998721680819244e-14, 1.0, 3.2732133596220887e-22], [7.260579195644823e-07, 0.9999992847442627, 2.3463574833071377e-12]]",PI,[3.63028969e-07 9.99999642e-01 1.17317874e-12],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_267_page_3,"[[2.317097964116587e-25, 1.2383677275395035e-16, 1.0], [2.6515347327281207e-17, 6.278366765232543e-20, 1.0], [9.261124475377e-24, 5.500438972986435e-27, 1.0], [3.701365699945426e-20, 3.0911472725359096e-18, 1.0], [3.0303307743540605e-25, 2.1738757807635776e-16, 1.0], [6.813028613494865e-11, 1.1382030044148037e-17, 1.0], [1.2068254944418966e-20, 4.398876550838257e-24, 1.0], [2.664115488100562e-18, 8.551567252086877e-22, 1.0]]",OTHERS,[8.51628942e-12 4.44701464e-17 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_159_page_0,"[[5.115430905406039e-18, 5.805364816622958e-28, 1.0], [3.0402098295589453e-16, 4.26782870928784e-26, 1.0], [8.078444074539358e-22, 4.1634531402468295e-17, 1.0], [1.2901050399413e-13, 2.5147160025215685e-25, 1.0]]",OTHERS,[3.23299103e-14 1.04086329e-17 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_220_page_3,"[[1.0754499504481152e-14, 8.767724393732301e-12, 1.0]]",OTHERS,[1.07544995e-14 8.76772439e-12 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_116_page_0,"[[7.207484875108015e-16, 1.4919692331287634e-15, 1.0], [3.5424237752828064e-25, 6.993247487441678e-25, 1.0], [0.9996532201766968, 8.427400111088446e-09, 0.00034681789111346006], [0.996249258518219, 1.514191003533637e-17, 0.003750703064724803], [0.9740394353866577, 2.3321682363075524e-08, 0.025960594415664673], [0.04224823787808418, 4.815899418754996e-15, 0.9577518105506897], [0.9999979734420776, 1.536783894584559e-10, 2.034929821093101e-06], [6.18397688612049e-09, 1.1989202793302201e-26, 1.0], [1.0, 3.4859261055092067e-22, 3.5200791934086872e-12], [1.2690153615435573e-11, 4.622415339383679e-09, 1.0], [2.039450691881939e-06, 6.250878157610122e-18, 0.9999979734420776]]",OTHERS,[4.55653652e-01 3.32047114e-09 5.44346358e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_13,"[[2.2121420772373114e-21, 1.0, 8.480330764695366e-21], [2.2261890479162146e-26, 5.667733196553101e-18, 1.0], [3.281575189362229e-08, 0.00046358819236047566, 0.999536395072937], [1.986763719849776e-14, 0.4446896016597748, 0.5553104281425476], [1.205130075732086e-07, 3.772557266579213e-11, 0.9999998807907104]]",OTHERS,[3.06657559e-08 2.89030638e-01 7.10969341e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_346_1,"[[6.75028609398165e-12, 0.979491114616394, 0.020508890971541405]]",PO,[6.75028609e-12 9.79491115e-01 2.05088910e-02],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_3,"[[5.965448459250924e-22, 1.5808562308636607e-36, 1.0], [1.2619640679170802e-31, 1.6559786996512935e-27, 1.0], [4.986494437617065e-19, 2.0179031140674372e-26, 1.0], [9.42043745954128e-23, 4.869237466352082e-26, 1.0], [8.2094935760108915e-19, 2.532114006353247e-22, 1.0], [3.2244599222942714e-29, 5.697958720413184e-31, 1.0], [3.5911414558954245e-28, 3.540933373905913e-20, 1.0], [4.1117767380550853e-25, 1.4798076283658738e-27, 1.0], [4.245212560173219e-25, 4.117267227735951e-34, 1.0], [1.6274531734659908e-27, 6.959631659079882e-26, 1.0], [5.106988286484016e-18, 4.182297081936834e-26, 1.0], [2.2637257060292097e-24, 1.4084690652759885e-21, 1.0], [8.04422582308236e-35, 2.985436390456886e-38, 1.0]]",OTHERS,[4.94406226e-19 2.85163059e-21 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_162_page_1,"[[3.2375941290158517e-15, 0.00035176039091311395, 0.9996482133865356]]",OTHERS,[3.23759413e-15 3.51760391e-04 9.99648213e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_4,"[[1.0, 7.012062303956949e-15, 2.8962707289682077e-21]]",OTHERS,[1.00000000e+00 7.01206230e-15 2.89627073e-21],PO,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_255_page_1,"[[4.858120131659924e-35, 1.0832584519010475e-33, 1.0], [4.955597428723743e-14, 2.24810141176671e-21, 1.0], [9.542796579462374e-38, 2.737825460748769e-30, 1.0], [2.2086209073966415e-33, 7.844547988054291e-29, 1.0], [1.8263451486582426e-32, 1.7153932637820802e-30, 1.0], [1.5555226993086657e-28, 5.743556659642004e-35, 1.0], [1.6697530499193137e-31, 5.264410937920308e-29, 1.0], [4.2916548132588887e-23, 4.9551150308871365e-18, 1.0], [5.5360984893559895e-12, 8.312494200184584e-15, 1.0], [2.0754649384667336e-25, 4.649011722109356e-24, 1.0], [4.295316050977141e-34, 2.4818795650267156e-29, 1.0]]",OTHERS,[5.07786769e-13 7.56131961e-16 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_3,"[[4.718776423525565e-27, 2.5308883131170177e-29, 1.0], [0.9999277591705322, 7.219069811981171e-05, 1.8044695737629013e-09], [0.04194841906428337, 2.5815693333042233e-11, 0.9580516219139099]]",OTHERS,[3.47292059e-01 2.40635746e-05 6.52683875e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_276_2,"[[0.9995361566543579, 1.0698244068407803e-08, 0.00046381185529753566], [1.0, 7.429331909598099e-15, 1.403431155553317e-16]]",PO,[9.99768078e-01 5.34912575e-09 2.31905928e-04],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_1,"[[1.0, 4.206414845858192e-31, 1.9965241361267722e-27], [1.0, 2.3497406277661614e-12, 1.137911630044032e-18]]",PO,[1.00000000e+00 1.17487031e-12 5.68955816e-19],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_246_page_11,"[[0.00013772185775451362, 2.953416844420076e-09, 0.9998623132705688], [3.149053847551757e-23, 3.6752177246212854e-16, 1.0], [3.87701243993125e-14, 9.525977370283177e-19, 1.0], [0.9997631907463074, 1.805227322132703e-15, 0.00023686551139689982]]",OTHERS,[2.49975228e-01 7.38354755e-10 7.50024795e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_70_page_1,"[[9.44464233383624e-14, 3.1897626900923015e-11, 1.0]]",OTHERS,[9.44464233e-14 3.18976269e-11 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_0,"[[0.9992653727531433, 7.677299436181784e-05, 0.000657964963465929], [1.0, 7.539499820514631e-17, 4.9336043876548746e-14]]",PI,[9.99632686e-01 3.83864972e-05 3.28982482e-04],PO,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_251_2,"[[0.9999897480010986, 1.0247541467833798e-05, 5.844640039413133e-19], [0.07058627903461456, 0.9294137954711914, 1.9310369140301473e-15]]",PO,[5.35288014e-01 4.64712022e-01 9.65810689e-16],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_329_1,"[[1.0, 2.918063922109999e-41, 4.232341751800245e-41]]",PO,[1.00000000e+00 2.91806392e-41 4.23234175e-41],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_153_page_1,"[[0.010050792247056961, 0.989949107170105, 1.2359754464341677e-07]]",OTHERS,[1.00507922e-02 9.89949107e-01 1.23597545e-07],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_260_0,"[[0.1546502262353897, 1.7541172507573588e-12, 0.8453497886657715], [0.9999295473098755, 1.298241869562844e-08, 7.047886902000755e-05]]",PO,[5.77289887e-01 6.49208641e-09 4.22710134e-01],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_57_page_5,"[[3.4590321058847184e-13, 1.4097197134421902e-16, 1.0], [1.0685060475301711e-11, 8.447656322705954e-21, 1.0], [5.511246976364417e-15, 1.7451020901198772e-21, 1.0]]",OTHERS,[3.67882498e-12 4.69940547e-17 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_205_0,"[[1.8178998288931325e-06, 1.794951965449561e-15, 0.9999982118606567], [1.0, 4.6709001683825635e-14, 1.0816216517020874e-21]]",PO,[5.00000909e-01 2.42519768e-14 4.99999106e-01],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_77_page_3,"[[0.9955316781997681, 0.003692192956805229, 0.0007761770975776017]]",OTHERS,[9.95531678e-01 3.69219296e-03 7.76177098e-04],PO,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_129_page_1,"[[8.525834988011802e-22, 1.0532869458359989e-27, 1.0]]",OTHERS,[8.52583499e-22 1.05328695e-27 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_334_0,"[[1.0, 2.261737718424781e-19, 1.752743812416428e-18], [1.0, 1.4691615979334216e-10, 3.821024918693183e-08]]",PO,[1.00000000e+00 7.34580800e-11 1.91051246e-08],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_30_1695)_505_0,"[[0.08513806760311127, 0.9148618578910828, 8.540735052520176e-08], [3.176538143634389e-08, 1.0, 3.294066662642243e-16]]",PI,[4.25690497e-02 9.57430929e-01 4.27036754e-08],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_6,"[[2.104022314597387e-05, 0.9966932535171509, 0.003285689279437065], [3.66448061131508e-12, 4.9489752827904616e-18, 1.0]]",OTHERS,[1.05201134e-05 4.98346627e-01 5.01642845e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_22_1,"[[0.4089185297489166, 0.5675785541534424, 0.023502929136157036], [3.9517869520918193e-16, 1.0, 2.396962156804393e-16]]",PI,[0.20445926 0.78378928 0.01175146],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_246_0,"[[1.0, 2.1031380741049009e-16, 4.437559870886128e-15]]",PO,[1.00000000e+00 2.10313807e-16 4.43755987e-15],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_91_page_4,"[[6.285151455713068e-19, 2.0041161294307767e-20, 1.0], [1.247034836504568e-10, 3.256942598227516e-17, 1.0], [6.207832092123169e-18, 3.7770177696530976e-28, 1.0]]",OTHERS,[4.15678302e-11 1.08631557e-17 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_51_9272)_507_0,"[[5.193365269079431e-13, 1.0, 7.542522362454271e-24], [0.5885032415390015, 0.4113331139087677, 0.00016363874601665884]]",PI,[2.94251621e-01 7.05666557e-01 8.18193730e-05],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_3,"[[3.0400503756066247e-14, 1.9382512630485016e-13, 1.0], [1.0, 8.747694764159398e-20, 1.2988450158928378e-21], [1.0, 1.6426364362314837e-17, 2.4757270164467767e-19]]",PO,[6.66666667e-01 6.46138800e-14 3.33333333e-01],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_6,"[[1.0, 1.3085001002652953e-25, 3.2671656132517355e-28]]",PO,[1.00000000e+00 1.30850010e-25 3.26716561e-28],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_59_7183)_522_0,"[[0.01365554891526699, 0.9863443374633789, 1.1031627877855499e-07], [5.251961283647688e-07, 0.9999995231628418, 2.4270420251811324e-21]]",PI,[6.82803706e-03 9.93171930e-01 5.51581394e-08],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_297_0,"[[0.0003722971014212817, 0.9996055960655212, 2.212897379649803e-05], [0.9722327589988708, 0.027767209336161613, 6.419690889991614e-10]]",PO,[4.86302528e-01 5.13686403e-01 1.10648079e-05],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_345_8,"[[0.91352778673172, 0.08647222816944122, 1.869593230230393e-10], [0.9978715181350708, 0.0021284744143486023, 1.1934575105954082e-08]]",PO,[9.55699652e-01 4.43003513e-02 6.06076721e-09],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_12,"[[0.949687123298645, 2.265382818222861e-06, 0.05031067132949829], [8.511285898856889e-20, 7.755065478676215e-10, 1.0], [4.9821848868703e-09, 1.2992787270443972e-17, 1.0], [5.549392517423257e-05, 0.0006887939525768161, 0.9992557168006897], [7.674820501346602e-11, 1.0112976231988532e-15, 1.0]]",OTHERS,[1.89948524e-01 1.38212022e-04 8.09913278e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_201_0,"[[1.0, 5.86210440189916e-08, 1.119918824343813e-08], [0.9999873638153076, 1.2685640285781119e-05, 1.9185838681656797e-11]]",PO,[9.99993682e-01 6.37213066e-06 5.60918704e-09],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_202_1,"[[1.0, 4.622236796910024e-25, 3.510819295710291e-27], [1.0, 1.5498842747727732e-20, 3.4404606066843543e-26]]",PO,[1.00000000e+00 7.74965249e-21 1.89577127e-26],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_307_0,"[[1.0, 6.922386290556426e-16, 6.225120245673121e-14]]",PO,[1.00000000e+00 6.92238629e-16 6.22512025e-14],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_59_page_1,"[[2.70159570339983e-16, 1.1590262170152466e-13, 1.0], [0.10170361399650574, 3.595242770160212e-09, 0.8982964158058167], [1.0767454701355839e-17, 2.0919999878952009e-16, 1.0]]",OTHERS,[3.39012047e-02 1.19845296e-09 9.66098805e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_3,"[[1.0, 2.330742265854724e-09, 3.525923997216296e-09]]",OTHERS,[1.00000000e+00 2.33074227e-09 3.52592400e-09],PO,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_98_page_1,"[[4.992636604583822e-05, 4.297772875361261e-07, 0.9999496936798096]]",OTHERS,[4.99263660e-05 4.29777288e-07 9.99949694e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_248_1,"[[0.025761878117918968, 0.00015318849182222039, 0.9740849137306213], [1.0, 1.1509434883635292e-17, 1.489223228908751e-22]]",PO,[5.12880939e-01 7.65942459e-05 4.87042457e-01],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_0,"[[1.0, 2.591945755248126e-13, 2.833891589964319e-26], [6.878495346927714e-19, 1.0, 2.263447810943658e-18]]",PO,[5.00000000e-01 5.00000000e-01 1.13172392e-18],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_246_1,"[[1.0, 8.7272472709394415e-16, 3.970619388837804e-10]]",PO,[1.00000000e+00 8.72724727e-16 3.97061939e-10],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_315_0,"[[2.550330823261615e-13, 1.0, 1.2649040786368986e-16], [1.368934743339878e-08, 3.053854129575484e-07, 0.9999996423721313], [0.977205753326416, 0.022794179618358612, 1.9174135612587406e-09]]",PO,[0.32573526 0.3409315 0.33333321],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_264_0,"[[1.0, 1.0409437932934126e-13, 3.6851212944315626e-20]]",PO,[1.00000000e+00 1.04094379e-13 3.68512129e-20],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_296_1,"[[1.0, 2.080822217683448e-34, 1.5927932310683687e-36]]",PO,[1.00000000e+00 2.08082222e-34 1.59279323e-36],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_23_1384)_513_0,"[[0.00016053079161792994, 0.9998393058776855, 1.1481597539386712e-07], [2.9114547217545805e-08, 1.0, 2.0730678089073322e-17]]",PI,[8.02799531e-05 9.99919653e-01 5.74079877e-08],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_1,"[[0.0005228192894719541, 0.999477207660675, 1.0144488698372193e-25], [1.0, 3.711631696434736e-12, 1.7569892678621407e-24]]",PO,[5.00261410e-01 4.99738604e-01 9.29217077e-25],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_0,"[[6.913395918672904e-05, 0.9999308586120605, 4.232677079428691e-33], [0.9999997615814209, 2.3444766839020303e-07, 5.602926231188032e-23]]",PO,[5.00034448e-01 4.99965547e-01 2.80146312e-23],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_52_page_5,"[[3.1048276798759745e-21, 1.2854195433557397e-19, 1.0], [3.1271687969868823e-32, 1.5113284197436017e-40, 1.0], [4.5542200090556555e-43, 4.591711331204616e-32, 1.0]]",OTHERS,[1.03494256e-21 4.28473181e-20 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_236_1,"[[0.9999926090240479, 5.921006470257855e-17, 7.366224963334389e-06]]",PO,[9.99992609e-01 5.92100647e-17 7.36622496e-06],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_201_page_1,"[[2.0779593157271847e-08, 0.010293579660356045, 0.9897063970565796]]",OTHERS,[2.07795932e-08 1.02935797e-02 9.89706397e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_14_3594)_523_0,"[[3.2740484101623224e-08, 1.0, 4.5801861858763004e-08], [2.1505282347789034e-05, 0.9999785423278809, 1.6023500140128523e-15]]",PI,[1.07690114e-05 9.99989271e-01 2.29009317e-08],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_51_40_2579)_491_0,"[[5.0805075701987334e-09, 1.0, 6.799416715427831e-13], [1.6845559002831578e-05, 0.9916788935661316, 0.008304325863718987]]",PI,[8.42531976e-06 9.95839447e-01 4.15216293e-03],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_7,"[[1.0, 5.0276263813171767e-23, 1.1068999357925385e-21]]",PO,[1.00000000e+00 5.02762638e-23 1.10689994e-21],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_325_4,"[[1.0, 5.612341166193076e-30, 3.6270414220045656e-31]]",PO,[1.00000000e+00 5.61234117e-30 3.62704142e-31],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_4,"[[1.0, 2.2687825613349323e-32, 3.926622147396657e-36]]",PO,[1.00000000e+00 2.26878256e-32 3.92662215e-36],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_333_0,"[[1.7009015562720613e-15, 2.409075272168798e-13, 1.0], [0.9999960660934448, 3.955052761739353e-06, 1.1624639445484419e-10]]",PO,[4.99998033e-01 1.97752650e-06 5.00000000e-01],OTHERS,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_58_page_3,"[[3.4030313103176413e-15, 2.7702280469554807e-09, 1.0]]",OTHERS,[3.40303131e-15 2.77022805e-09 1.00000000e+00],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_174_page_2,"[[4.2589249460434075e-08, 0.9999966621398926, 3.298712726973463e-06]]",OTHERS,[4.25892495e-08 9.99996662e-01 3.29871273e-06],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_3,"[[9.673292548917356e-12, 1.0, 1.458135587311654e-16]]",PI,[9.67329255e-12 1.00000000e+00 1.45813559e-16],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_338_0,"[[1.0, 1.3559362521675666e-09, 9.034961304310475e-18], [1.0, 4.40005914733102e-13, 1.847974110365312e-15]]",PO,[1.00000000e+00 6.78188129e-10 9.28504536e-16],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_22_4671)_548_0,"[[1.3016721034375678e-10, 3.321790842392147e-08, 1.0], [1.294349284870766e-13, 1.0, 2.4478810334404816e-28]]",PI,[6.51483226e-11 5.00000017e-01 5.00000000e-01],PI,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_334_5,"[[1.0, 1.120040268832732e-16, 1.9164105955967825e-18], [1.0, 6.336196080617904e-16, 3.1592667953915396e-17]]",PO,[1.00000000e+00 3.72811817e-16 1.67545393e-17],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate(2012_08_28_15_02_06_9952)_93_page_0,"[[9.366601244620298e-11, 1.0571037356182672e-18, 1.0], [0.6417551636695862, 0.0014166735345497727, 0.35682809352874756]]",OTHERS,[0.32087758 0.00070834 0.67841405],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_15,"[[0.0002871036122087389, 4.509332296273782e-21, 0.9997128844261169], [1.0, 2.2351153480224606e-26, 5.675100452233195e-29]]",PO,[5.00143552e-01 2.25467732e-21 4.99856442e-01],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_246_3,"[[1.0, 3.744528346199961e-18, 3.2117114523444457e-10]]",PO,[1.00000000e+00 3.74452835e-18 3.21171145e-10],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_321_0,"[[6.266828677325975e-06, 0.9976317882537842, 0.0023619404528290033], [1.9485101032667984e-10, 0.0016030693659558892, 0.9983969330787659]]",PO,[3.13351176e-06 4.99617429e-01 5.00379437e-01],OTHERS,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_227_0,"[[1.026533951176134e-07, 0.9999998807907104, 7.814757073359207e-17], [1.0, 7.849790489733535e-28, 2.8464877447647697e-29]]",PO,[5.00000051e-01 4.99999940e-01 3.90737854e-17],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_345_16,"[[3.74831138350018e-10, 0.7380478382110596, 0.2619521915912628], [9.30776316481266e-14, 1.0, 1.0576114177192217e-19]]",PO,[1.87462108e-10 8.69023919e-01 1.30976096e-01],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_96_page_1,"[[0.9994400143623352, 2.482654304358789e-09, 0.0005599299329333007]]",OTHERS,[9.99440014e-01 2.48265430e-09 5.59929933e-04],PO,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_218_1,"[[1.0, 2.38647246902186e-14, 3.3895262087348126e-18], [1.6107392184494529e-06, 0.9999983310699463, 1.1995700716047899e-15]]",PO,[5.00000805e-01 4.99999166e-01 6.01479799e-16],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_2,"[[1.0, 6.287375186423749e-36, 1.7134295123069553e-32]]",PO,[1.00000000e+00 6.28737519e-36 1.71342951e-32],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_33_page_1,"[[0.0002246070944238454, 0.9997753500938416, 5.855122608977581e-08]]",OTHERS,[2.24607094e-04 9.99775350e-01 5.85512261e-08],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_223_1,"[[6.130485224777903e-19, 0.9996888637542725, 0.00031110423151403666], [3.2067703717634187e-19, 0.999956488609314, 4.350541712483391e-05]]",PO,[4.66862780e-19 9.99822676e-01 1.77304824e-04],PI,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_282_1,"[[0.02641693502664566, 0.031120307743549347, 0.942462682723999], [1.0, 3.2242375929646025e-22, 5.5342543116667325e-22]]",PO,[0.51320847 0.01556015 0.47123134],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_323_0,"[[1.0, 5.093193228278281e-11, 8.266593853695427e-19], [0.9999994039535522, 6.45740017013452e-10, 5.493094477060367e-07]]",PO,[9.99999702e-01 3.48335975e-10 2.74654724e-07],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_160_page_5,"[[1.735408920726207e-22, 5.12545977882084e-11, 1.0], [8.98115386720839e-15, 4.788016212842194e-06, 0.999995231628418]]",OTHERS,[4.49057702e-15 2.39403373e-06 9.99997616e-01],OTHERS,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_289_0,"[[0.00011294447904219851, 0.9998867511749268, 2.754969159468601e-07], [1.7170260439153262e-12, 2.2700309187939638e-08, 1.0]]",PO,[5.64722404e-05 4.99943387e-01 5.00000138e-01],OTHERS,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_194_0,"[[1.0, 2.1218431525693582e-11, 3.0314401351509132e-18], [1.0, 4.5138774662500936e-11, 4.83359516786789e-18]]",PO,[1.00000000e+00 3.31786031e-11 3.93251765e-18],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_182_page_1,"[[0.9994115829467773, 0.0005884298589080572, 5.68970781600342e-09]]",OTHERS,[9.99411583e-01 5.88429859e-04 5.68970782e-09],PO,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_217_1,"[[1.0, 1.988658022977763e-11, 7.02549414909485e-25], [1.0, 3.0228315510416603e-14, 5.151083010655755e-13]]",PO,[1.00000000e+00 9.95840427e-12 2.57554151e-13],PO,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_03_3279)_517_0,"[[0.8910717368125916, 0.108927883207798, 4.451027848517697e-07], [7.674329921547596e-13, 1.0, 1.2666562126104084e-17]]",PI,[4.45535868e-01 5.54463942e-01 2.22551392e-07],PI,1
